DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT12R,DA0912DR12R,DAGC4X12R,DAGC5X11R,DA0GR12N,DA0GH12N,DA00A001513R,DA00AR01513R,DA00AW01513R,DA00AM01513R,DA00AC01513R,DA00AS01513R,DB00A001513R,DH00A001513R,DW00A001513R,DI00A001513R,D300A001513R,D400A001513R,D200A001513R,DE00A001513R,DA0CT12R,DA0CC12R,DA0CSA12R,DA0CAA12R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
MONAHANS-WICKETT-PYOTE ISD,238902,238 WARD,18,Met Standard,6,2139,5.4,56.8,36.7,0.3,0.3,0.1,0.3,46.5,6.4,10.1,6.3,21.8,3.9,95.1,1.3,94.3,91,144,126,65,66,51,66,71,68,46,61,74,82,93,-1,74,56,41,20.3,1484,20.5,294.9,142.8,1.7,3.6,4.9,48.4,14.9,26.5,99681,68247,52980,44956,38.5,7.3,15,34.5,12.3,15,13.9,0,20.9,77.6,1.4,88.3,3.6,0.4,0.1,5.5,2.1,681703,1.22,21792267,10778,25.7,65.6,8.7,14403250,0,19348626,16276669,8050,54.4,5.4,5.9,11.7,22.6,8851716,4378,61.1,14.5,11.9,0.5,3.8,0.1,6.3,1.3,0,0.6,"1,600 to 2,999",Other Central City Suburban,"$678,171 to < $1,930,702",$1.1254 to under $1.2321
GRANDFALLS-ROYALTY ISD,238904,238 WARD,18,Met Standard,1,130,1.5,68.5,29.2,0,0,0,0.8,60.8,0,11.5,0.8,0,0,95.4,2.9,100,-1,6,5,68,70,50,76,61,69,-1,63,87,.,.,.,.,67,100,0,.,16.8,27,14.2,3.7,2.9,0,52.6,14.8,26,86461,65000,.,42880,44.5,4.8,9.2,28.2,12.2,1.5,63.6,0,28.2,64.7,7.1,93.2,6.8,0,0,0,0,1054844,1.04,1857519,16152,34.8,57.4,7.7,759901,0,1538964,1538964,13382,49.9,23.4,3.5,12,11.2,767616,6675,70.7,9.6,9.1,0,0.1,0,6.2,0,4.4,0,Under 500,Rural,"$678,171 to < $1,930,702",Under $1.1254
BRENHAM ISD,239901,239 WASHINGTON,06,Met Standard,7,4943,23.1,29.6,44.3,0.1,1.6,0,1.2,57.9,11.2,12.7,11,30.7,8,96.3,0.4,94,94.5,322,245,76,77,61,82,82,71,57,71,87,91,86,-1,75,66,59.3,26.7,1493,19.3,672.5,368.6,1.2,2.7,6.3,54.8,15.5,19.6,90125,68415,56945,45427,17.5,7.4,13.4,26.6,13.6,19.2,9.7,8.5,2.3,88.9,0.3,73.2,15,3.9,0.5,6.2,1.2,406324,1.135,44941289,9110,31.5,57.5,11,9781871,0,45223033,40826111,8276,57.2,6.1,4.7,11.1,20.9,23358270,4735,57.2,18.1,8.5,0.7,5.5,2.5,3.7,1.5,2.1,0.4,"3,000 to 4,999",Independent Town,"$401,088 to < $441,866",$1.1254 to under $1.2321
BURTON ISD,239903,239 WASHINGTON,06,Met Standard,2,365,15.9,17,65.5,0.3,0,0.3,1.1,50.4,4.9,10.7,4.7,24.7,6,96.7,2.7,96.4,96.8,28,25,78,84,62,80,77,80,51,76,85,.,.,-1,80,72,53.6,6.7,1275,17.5,62.6,37,1.6,3.2,1.6,59.1,6.1,28.4,101157,75513,48588,42089,14.3,5.8,9.9,29.7,12.1,5.4,13.5,5.4,2.7,91.9,0,85.9,4.9,2.7,0.2,5.9,0.5,1033448,1.17,4562432,12673,21.5,70.3,8.2,1150836,0,4763971,3976570,11046,54.5,8.9,8,11.6,16.9,2168208,6023,62.3,8.3,14.3,0.2,6.3,0.4,6.4,0.6,1.2,0,Under 500,Non-metropolitan Fast Growing,"$678,171 to < $1,930,702",$1.1254 to under $1.2321
GATEWAY ACADEMY CHARTER DISTRICT,240801,240 WEBB,01,Met Alternative Standard,2,455,0.2,99.3,0.2,0,0.2,0,0,93.2,3.7,14.9,3.7,12.3,0,88.2,3,76.5,87.8,164,132,43,46,21,41,49,53,.,43,.,.,.,.,.,43,9.8,0,1090,16.1,75.4,30.4,3.2,6.6,10.5,40.4,0,39.3,36717,58036,32503,37397,97.3,6,14.9,44.7,11,6.6,18.8,0,96.7,0,3.3,65.1,23,0,0,11.9,0,.,.,4791022,9738,89.3,0.3,10.4,0,0,4420027,4382775,8908,41.8,12,14.3,20.4,11.5,1831103,3722,38.9,22.7,28.6,0.1,4.3,0,0,5.5,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
LAREDO ISD,240901,240 WEBB,01,Met Standard,30,24797,0.1,99.4,0.4,0,0.1,0,0,97.5,58.8,7.6,58.4,21,6.9,96,3.7,82.3,86.9,1114,966,59,61,45,67,61,54,80,59,80,.,92,.,.,59,54.9,5.1,1224,16.9,3534.8,1454,0.8,2.3,9.3,41.1,10.5,36,80911,72784,55023,49967,97.4,7,17.1,24.9,13.1,21.3,8.8,0.3,95.6,2.8,1.4,69.4,9.7,0.9,13.1,4.5,2.5,87466,1.274,263682201,10649,66,12.2,21.9,62570104,0,275014600,219521267,8866,57.7,6,5.6,11.3,19.5,126544972,5111,56.1,13.3,17.1,2.8,2.8,0.3,1.6,0.9,4.1,1,"10,000 to 24,999",Other Central City Suburban,"Under $100,904",$1.2321 to under $1.3593
UNITED ISD,240903,240 WEBB,01,Met Standard,41,42753,0.1,98.4,1,0,0.3,0,0.1,74,39.4,7.6,41.8,36.1,11.3,95.6,1.3,94.3,96.2,2636,2352,74,74,61,78,78,73,82,73,87,64,95,100,90,69,56.9,10.2,1328,18.1,6043.8,2513.6,1.2,2.3,6.8,41.6,11.8,36.4,84075,73770,60770,48360,96.8,7.1,17,22.8,11.4,19.5,7.5,0.3,94.1,4.2,1.4,71.2,9.2,1.6,5.6,6.9,5.5,233752,1.195,373053236,8862,56.1,36,8,68914599,0,404183698,350043528,8315,56.2,5,6.8,11.2,20.8,196545093,4669,61.7,15.5,12.8,2.3,3.9,0.3,1.9,0.9,0,0.8,"25,000 to 49,999",Other Central City,"$226,787 to < $234,604",$1.1254 to under $1.2321
WEBB CISD,240904,240 WEBB,01,Met Standard,3,350,0,92.6,7.1,0,0.3,0,0,64.3,7.7,8.6,7.4,48.9,1.1,95.4,0.9,92,100,25,25,75,79,63,72,77,82,.,75,86,.,-1,.,.,70,60,20,1356,19.8,72.4,42.4,2.8,3.2,4.4,58.6,0,31,82372,77363,60026,57481,94.5,4.8,8.2,14.1,16.6,29.4,7.2,0,92.9,7.1,0,79.5,9.4,0.3,0,9.4,1.4,3993674,0.852,8881722,23940,49.9,44.7,5.4,3187503,0,8910909,7300891,19679,46,11.6,5.5,21.2,15.7,3356127,9046,70.5,6.4,8.1,0.8,8.4,0.1,4.9,0,0,0.9,Under 500,Rural,"$1,930,702 and over",Under $1.1254
BOLING ISD,241901,241 WHARTON,03,Met Standard,3,1068,10.6,51.7,36,0.1,0.4,0,1.3,55.3,4.8,6.4,4.7,31.2,3.2,96.4,1.4,98.6,98.5,72,38,75,79,58,73,84,75,69,69,84,-1,100,.,86,66,43.1,16.1,1353,19.4,136,69.5,1,3.7,3,51.1,9.1,32.1,95000,64988,57535,43365,23.2,7.9,15.4,26.2,14.3,6.5,13.3,1.4,8.6,89.9,0,80.3,5.6,3.8,2,6.1,2,191834,1.04,9025530,8670,65.1,27.5,7.4,2250000,0,9564486,7906631,7595,51.4,6.4,6.5,13,22.6,4067086,3907,60.2,11.6,12.1,0.3,8.2,1,4.1,1.4,0.1,1,"1,000 to 1,599",Other Central City Suburban,"$184,624 to < $200,659",Under $1.1254
EAST BERNARD ISD,241902,241 WHARTON,03,Met Standard,3,956,6.5,28.1,64.7,0,0.1,0,0.5,35,6.4,6.3,6.4,27.6,4.9,97.6,0.4,98.5,100,68,46,89,90,79,92,89,88,74,75,95,100,.,.,62,77,44.1,23.3,1473,20.9,138.2,78.8,1.4,2.2,3.8,57,10.1,25.5,73532,72489,53606,45405,20.1,6.9,12.1,15.2,16.6,17.5,15.3,0,10.2,87.3,2.5,82.8,4,2.8,1.6,7.5,1.3,297056,1.27,8830214,9404,46.6,47.3,6.1,1059597,0,8728240,8178788,8710,56.6,7.9,3.9,10.7,20.8,4630717,4932,66.4,10,8.8,1.1,4.1,0.8,7.1,0.9,0.9,0,500 to 999,Other Central City Suburban,"$290,480 to < $310,123",$1.2321 to under $1.3593
EL CAMPO ISD,241903,241 WHARTON,03,Met Standard,5,3520,12.9,58.9,26.6,0.3,0.2,0.1,0.9,65.7,10.2,7,10.1,23.9,11.9,95.2,0.3,95.3,96.4,235,174,71,73,59,71,78,75,55,68,87,-1,89,-1,80,64,49.8,12,1342,20.3,449.2,234.1,0.7,3.1,9.7,52.1,14.2,20.2,109417,67428,54452,47618,23.1,7.8,15,18.2,14.8,19.4,7,2.7,9,87.5,0.9,69.6,11.3,6.1,2.7,5.7,4.5,321131,1.203,35977381,10326,44.6,43.4,12,8648859,0,32941233,30524028,8761,57,5.7,5.5,10.9,20.8,17411617,4998,57,21.2,9.3,0.6,5.3,0.4,3.4,1.1,0.8,0.9,"3,000 to 4,999",Independent Town,"$317,535 to < $338,619",$1.1254 to under $1.2321
WHARTON ISD,241904,241 WHARTON,03,Met Standard,4,2132,29.1,53.7,16,0.1,0.6,0,0.5,80.2,9.5,8.3,9.3,23.6,5.6,96.8,0.5,90.2,88,138,106,69,74,56,69,73,67,62,68,83,85,89,.,77,65,54.3,14.7,1368,19,314.1,153.4,1.6,3.2,6.1,48.8,14.6,25.7,83436,67505,49158,45319,36.5,6.8,13.9,36.8,13.3,8.4,24.1,9.1,11.1,78.5,1.3,64,17.9,3.3,7.2,4.2,3.4,401537,1.24,22511759,10451,34.8,50.6,14.6,3778535,0,21138712,19139719,8886,53.9,5.9,6.1,13.6,20.5,10308453,4786,49.5,23.2,11.8,1.6,4.4,0.5,3.8,0.9,3.6,0.7,"1,600 to 2,999",Non-metropolitan Stable,"$401,088 to < $441,866",$1.2321 to under $1.3593
LOUISE ISD,241906,241 WHARTON,03,Met Standard,3,483,3.1,54.7,41.2,0,0.2,0,0.8,62.5,15.3,6.2,15.3,15.3,4.8,96.4,0,100,97.8,41,31,80,81,65,82,90,77,71,75,86,-1,.,.,93,76,58.5,12.5,1442,18,65.3,35.7,1.5,3.1,3.1,54.6,10.4,27.4,90576,75530,55196,44963,35.1,7.4,13.5,19.6,12.5,0,36.1,0,8.4,86,5.6,87.2,2.5,6.6,0,3.8,0,365389,1.2,4880185,10679,42.7,48.6,8.7,515075,0,4659741,4195083,9180,55.9,8.1,4.6,13.3,18.1,2344871,5131,63,9.8,17.9,1,3,0.4,3.8,0,1.1,0,Under 500,Rural,"$338,619 to < $381,395",$1.1254 to under $1.2321
SHAMROCK ISD,242902,242 WHEELER,16,Met Standard,3,428,8.6,27.6,56.5,3.5,1.6,0,2.1,57.9,4.7,9.8,5.6,24.3,0,95.9,0,100,80,18,12,67,72,54,68,62,72,55,60,71,73,100,-1,63,57,66.7,33.3,.,21.4,65,37.3,1.5,4.1,8.7,57.4,9.2,19,88500,52640,42226,41808,6.8,6.6,11.5,29.5,14.9,18.8,27.6,0,2.7,97.3,0,77.5,7.9,4.8,1.6,7.2,1,349318,1.04,5990050,14365,46.8,32.4,20.8,3168679,0,5346408,5167166,12391,60,9,3.7,11.4,15.9,3098143,7430,38.4,37.7,12,0.2,6.4,0.2,4,0.7,0.4,0.1,Under 500,Non-metropolitan Fast Growing,"$338,619 to < $381,395",Under $1.1254
WHEELER ISD,242903,242 WHEELER,16,Met Standard,1,466,0,61.8,35.6,1.7,0,0,0.9,43.6,24.7,7.9,24.7,31.8,0.6,96.6,3.3,69.6,91.4,17,15,76,80,66,80,76,74,.,71,83,86,.,.,80,68,-2,14.3,-1,18.9,67.2,42.8,1.5,3.2,2.2,63.8,10.1,19.2,89000,64152,51858,43193,14.5,6.9,10.9,30.4,11.9,12.4,20.1,0,2.3,97.7,0,77.4,7.8,5,2.5,4.9,2.3,655317,1.167,6067481,13335,27.6,68.1,4.4,3675771,0,4250643,3765022,8275,63.3,6.1,5.4,8.6,16.7,2381524,5234,75.3,4.1,8.7,1.6,4,0.3,4.8,0.1,1.1,0,Under 500,Non-metropolitan Fast Growing,"$520,538 to < $678,171",$1.1254 to under $1.2321
KELTON ISD,242905,242 WHEELER,16,Met Standard,1,140,0,23.6,72.9,0,0,1.4,2.1,42.9,5,7.1,5,20.7,0,95.3,8.3,.,.,-1,-1,80,83,62,76,89,83,.,67,83,.,.,-1,86,76,-1,-1,.,-1,35.1,20.9,2.8,4.3,3.6,59.4,11.4,18.5,76000,54507,51586,40937,8.5,4,6.7,50.9,9.3,8.9,31.6,0,0,100,0,82.9,7.2,5.9,0,3.9,0,5388795,0.857,4018889,28706,29,68.2,2.9,1877703,0,3102293,2223368,15881,57.9,8.7,2.9,11.7,18.8,1287731,9198,41.8,3.8,47.8,0.3,4.4,0,0.3,0.1,1.5,0,Under 500,Rural,"$1,930,702 and over",Under $1.1254
FORT ELLIOTT CISD,242906,242 WHEELER,16,Met Standard,1,136,0,7.4,86.8,0.7,0,0,5.1,19.9,0.7,16.2,0.7,27.9,3.7,96.2,0,100,100,6,3,88,94,81,88,91,75,.,90,88,-1,.,.,70,94,50,-1,.,-1,44.3,20.7,2.3,3.2,2.3,46.7,12.7,32.8,85000,69500,49570,44338,4.5,3.1,6.6,22.4,16.3,26.9,17.3,0,4.8,95.2,0,74,7.8,9.5,0,8.4,0.3,12542476,0.874,5398654,42509,23,75.3,1.7,2614039,0,4558122,3293835,25936,46.6,9.4,7,18.5,18.7,1533817,12077,69.4,9.2,5.7,0,7,0.5,4.1,0.6,3.7,0,Under 500,Rural,"$1,930,702 and over",Under $1.1254
BRIGHT IDEAS CHARTER,243801,243 WICHITA,09,Met Standard,1,168,1.2,22.6,70.2,0.6,0.6,0,4.8,50.6,0,10.7,0,0,0,93.7,11.1,77.8,80,7,6,71,78,53,73,77,67,-1,68,73,-1,.,.,80,71,71.4,0,1430,-1,23.6,14.5,0.4,4.2,4.2,61.3,4.9,24.9,81935,61000,20792,28685,7.2,7.1,11.6,37.7,12.2,15.2,47.8,0,8,81.6,10.4,100,0,0,0,0,0,.,.,1413980,7364,89.5,4,6.5,0,244791,1548477,1501632,7821,49.3,15.3,15,14,6.4,739652,3852,81.9,7.3,8.6,0.9,0,0,0,1.3,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
BURKBURNETT ISD,243901,243 WICHITA,09,Met Standard,6,3413,7.6,14.5,70.7,0.9,1,0.4,4.9,50.3,1.2,10.8,1.2,20.3,4.4,95.2,0.5,95.7,95.4,206,144,80,84,63,80,84,81,79,73,81,78,82,96,82,74,63.1,33.1,1520,21,450.6,241.4,1,2.7,7.8,53.6,11.5,23.4,93318,68736,52877,45263,7.1,7.6,14.1,20.9,13.8,32.9,13.4,0.5,2.9,96.6,0,75.7,7.8,8.8,0,2.5,5.1,219069,1.31,29901678,8966,50.3,36.3,13.4,8052670,0,30852628,26973601,8088,56.2,5.3,5.1,12.1,21.3,15164238,4547,61.4,17.1,5.4,0,3.4,1.3,5.1,1.3,2.5,2.5,"3,000 to 4,999",Other Central City Suburban,"$200,659 to < $226,787",$1.2321 to under $1.3593
ELECTRA ISD,243902,243 WICHITA,09,Improvement Required,3,440,8.6,20,63.9,0.5,0.9,0.2,5.9,65.7,0.7,12.3,0.7,23,8.4,96.3,2.8,86.7,90,26,9,78,84,63,77,85,76,70,76,79,.,100,.,84,72,50,23.1,.,19.7,84.8,44.8,1.7,4.5,3.5,52.9,13,24.5,117584,60748,48629,41347,7.5,5.2,9.8,35,11.6,8.9,22.5,0,2.2,95.5,2.2,77.8,10,6.7,0,5.6,0,538801,1.12,5438598,12032,35.4,51.2,13.4,1097424,0,5587990,5219202,11547,50.9,8.6,6.6,15.5,18.3,2658904,5883,55.7,10.6,15.5,0.1,5,0.3,5.3,0.2,0,7.4,Under 500,Rural,"$520,538 to < $678,171",Under $1.1254
IOWA PARK CISD,243903,243 WICHITA,09,Met Standard,4,1784,0.7,7.3,87.6,1.5,0.6,0.1,2.2,43.1,0.3,9.1,0.3,22.8,5.5,96.5,0.5,97,94.4,131,117,82,85,66,83,84,84,54,76,82,81,80,-1,86,76,53.4,25.7,1464,21,242.9,129.1,1.6,2.9,5.3,53.1,13.6,23.4,85217,66040,48336,44084,5.2,7.3,13.8,27.1,14.9,15.5,10.1,0,3.9,93.8,2.3,81.9,7.6,3.1,0,5.3,2.1,301216,1.13,14141415,7967,43.6,48.3,8.1,4048584,0,14308335,13452661,7579,58.3,6.6,5,12,18.1,7845139,4420,65.3,12.3,6.9,0,6.5,0.8,4.6,1.9,1.1,0.5,"1,600 to 2,999",Other Central City Suburban,"$290,480 to < $310,123",$1.1254 to under $1.2321
WICHITA FALLS ISD,243905,243 WICHITA,09,Met Standard,31,14639,14.8,33.6,44.6,1,2.4,0.1,3.5,57.6,6.1,12.4,5.4,17,4.1,96.2,0.3,94.7,94.3,901,663,76,79,60,79,79,73,64,69,84,79,93,66,78,68,64.8,29.1,1456,20.7,1925.2,1058.2,0.5,2.9,10,55,7,24.6,94380,64070,47732,46115,18.6,7.6,13.8,28.2,13.3,22.8,10.9,3.9,7.6,84.7,3.9,73.7,8.1,9.6,0.6,3,5,266283,1.205,127382158,8787,42.8,40.9,16.4,11395228,0,127197807,117063220,8075,58.1,6.4,5.6,10.2,19.6,68063411,4695,58.4,15.7,12.2,2.2,3,0.4,2.8,1.2,2.8,1.3,"10,000 to 24,999",Other Central City,"$255,082 to < $275,100",$1.1254 to under $1.2321
CITY VIEW ISD,243906,243 WICHITA,09,Met Standard,2,974,9.2,25.1,57.1,1.2,1.4,0.1,5.9,66.3,1.4,9.9,1.3,23.6,7.7,96.6,0.7,96.4,100,52,49,79,84,64,81,81,76,68,78,80,91,97,-1,82,75,63.5,21.2,1418,20.3,141.3,75.5,2.1,4.2,3.1,53.4,17,20.1,65134,63748,52997,40733,12.7,6.9,12.9,31.1,10.8,17.9,12.7,0,5.3,92.1,2.6,78.6,8.3,6.2,0,6.3,0.7,175434,1.42,10758420,11397,58.5,24.3,17.1,1075640,0,9904882,8877744,9404,58.1,8.9,5,10.2,17.8,5158035,5464,53.2,26.1,10,0.1,3.5,0.7,4,1,0.5,1.1,500 to 999,Other Central City Suburban,"$148,669 to < $184,624",$1.3593 and over
HARROLD ISD,244901,244 WILBARGER,09,Met Standard,1,102,1,35.3,60.8,2,0,0,1,69.6,0,14.7,0,26.5,19.6,96.5,2.4,100,100,8,6,74,77,66,70,76,83,-1,69,77,-1,.,.,100,75,37.5,-1,.,-1,23.7,14.3,3.3,1.5,0,60.5,16.9,17.8,86000,52800,.,39928,24.8,4.3,7.1,27.9,14,6,14.1,7,7,79.1,7,81.3,14.1,0,0,4.6,0,434367,1.17,1636829,14880,53.2,40.3,6.5,223262,0,1820958,1436181,13056,53.3,14.2,3.5,14.9,14.1,766123,6965,66.9,6.5,11.5,0,5.4,0.3,8.2,1.2,0,0,Under 500,Rural,"$401,088 to < $441,866",$1.1254 to under $1.2321
VERNON ISD,244903,244 WILBARGER,09,Met Standard,6,2164,9.1,40,44.5,1.7,1.4,0.1,3.1,73,6.7,10,6.6,15.1,6.8,95.7,0,96.7,89,119,98,75,77,59,76,85,74,62,71,79,86,93,73,77,70,63,18.7,1432,19.9,308.4,159.2,1.5,2.6,4.5,51.6,11.8,28,87605,68837,43872,45874,19.1,7,13.6,22.4,14.7,15,15.2,1.9,4.4,93.1,0.6,77,10,3.2,0.3,2.9,6.6,311757,1.15,21619594,9592,43.9,44.1,12,3680526,0,19836250,18379696,8154,57.3,6.5,5.4,11.1,19.8,10535027,4674,56.4,16.8,13.7,0.5,2.9,3.4,3.9,1.3,1.4,0,"1,600 to 2,999",Non-metropolitan Stable,"$310,123 to < $317,535",$1.1254 to under $1.2321
NORTHSIDE ISD,244905,244 WILBARGER,09,Met Standard,1,175,4.6,23.4,70.9,0,0,0,1.1,39.4,0.6,5.7,0.6,34.9,5.7,97,0,100,100,7,7,79,82,63,81,77,86,89,77,80,.,.,.,-1,70,-2,0,-1,18.9,25.6,17.1,2.3,2.5,5.1,66.7,3.9,19.5,133288,58745,44868,37708,7.8,6.8,10.3,41,9.9,6.9,22.5,0,11.7,88.3,0,88.3,0,0,0,11.7,0,159678,1.3,2040353,11659,66.9,25.6,7.5,661929,0,1887964,1667918,9531,54.1,12.7,5.9,12.2,15.1,902417,5157,57.4,5.9,18.8,0.4,10.4,1,5.5,0.7,0,0,Under 500,Rural,"$148,669 to < $184,624",$1.2321 to under $1.3593
LASARA ISD,245901,245 WILLACY,01,Met Standard,2,501,0,97,1.8,0.6,0.2,0.4,0,84.4,15,4.8,14.8,21.8,4.6,96.2,0.9,.,.,23,19,75,79,55,80,77,78,.,75,100,-1,.,100,.,75,73.9,5.9,1216,.,88,37,3.4,2.3,7.2,42,14.5,30.6,65368,65597,47243,47746,97.7,5.7,13.5,21.6,17.7,21.6,2.9,0,97.3,2.7,0,86.2,5.4,0,2.7,5.7,0,79386,1.42,6640397,14069,66.2,8.7,25.1,790071,0,6692962,5652542,11976,59,11.4,3.7,11.4,14.5,3337210,7070,54.5,5.7,35.3,0.4,1.8,0.2,2.2,0,0,0,500 to 999,Non-metropolitan Fast Growing,"Under $100,904",$1.3593 and over
LYFORD CISD,245902,245 WILLACY,01,Met Standard,3,1573,0.1,97.2,2.4,0,0.3,0,0.1,84.5,10.4,7.7,9.9,27.1,5.6,95.8,0.4,94.9,97.6,118,109,69,72,54,74,74,62,-1,69,86,.,100,.,-1,66,78.8,5.4,1448,17.6,252.2,103.3,2.2,2,6.7,41,13.5,34.7,76261,66459,50823,45492,91.1,6.2,15.2,41.4,11.3,8.7,7.3,1,83.5,15.5,0,73.5,8.5,0,5.3,8.1,4.6,133002,1.33,17311641,11300,66.7,17.5,15.8,3740076,0,16390484,15033939,9813,53.2,7.2,4.6,13.1,21.9,8002453,5224,57.1,5.9,17.9,1,8.9,0.4,6.9,0.9,0.2,0.8,"1,000 to 1,599",Non-metropolitan Stable,"$100,904 to < $148,669",$1.2321 to under $1.3593
RAYMONDVILLE ISD,245903,245 WILLACY,01,Met Standard,5,2197,0.4,98.3,1,0.2,0.1,0,0,93.4,7.6,6.7,6.5,22,4.5,93.6,1.2,82.9,85.8,145,127,63,69,49,62,70,62,81,63,71,50,.,.,-1,62,52.4,1.3,1149,15.7,355.8,166,2,3.1,8.9,46.7,12.8,26.6,80713,64045,48968,45783,88.8,6.2,13.2,30.2,12.5,10.8,21.8,0,82.5,15.7,1.8,72.2,11.6,0,8.6,4.4,3.2,173320,1.32,27551907,12541,52.8,18.6,28.6,5965609,0,28050479,25144351,11445,51.2,8,5.2,13.5,22,12873473,5860,36.3,22.4,30.9,3.2,1.7,0.3,5.2,0,0,0,"1,600 to 2,999",Other Central City Suburban,"$148,669 to < $184,624",$1.2321 to under $1.3593
SAN PERLITA ISD,245904,245 WILLACY,01,Met Standard,3,280,0.4,89.3,10,0,0.4,0,0,70.4,13.2,8.6,12.1,26.1,0.7,96,3.4,94.4,92,17,14,81,82,63,84,87,84,.,79,99,.,.,.,.,77,58.8,30,1313,19.4,54,24,2.5,1.9,10.5,44.4,14.8,25.9,87501,72001,42851,44002,83.3,5.2,11.7,50,10.1,4.2,9.2,0,75,25,0,85.6,12,0,0,2.4,0,227695,1.32,4436751,15247,53.7,20.8,25.5,1506982,0,4339062,3537106,12155,54.8,11.2,3.4,13.8,16.8,1939321,6664,35.3,12.7,39.1,1.3,6,0.2,3.7,0.8,1,0,Under 500,Rural,"$226,787 to < $234,604",$1.2321 to under $1.3593
MERIDIAN WORLD SCHOOL LLC,246801,246 WILLIAMSON,13,Met Standard,1,785,5.2,19.1,53.6,0.3,17.8,0.1,3.8,8,2.5,3.4,2.3,0,0,96.7,.,.,.,.,.,90,94,85,88,85,91,85,81,91,-1,99,.,90,82,.,.,.,.,55.7,39.4,2.7,5.1,7.8,70.7,0,13.6,73140,85406,58503,44303,10.6,14.1,19.9,68.6,4.6,30.5,26.5,5.1,2.5,79.7,12.7,100,0,0,0,0,0,.,.,5675920,8484,83.8,11.7,4.5,0,661549,4670558,4533082,6776,58.1,9.5,5.8,19.9,6.7,2632339,3935,91.3,8.6,0.1,0,0,0,0,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
FLORENCE ISD,246902,246 WILLIAMSON,13,Met Standard,3,991,2.3,36.7,56.8,0.6,0.7,0.7,2.1,61.4,14.2,9.3,13.2,31.2,4.7,96,1.1,97.4,100,79,67,75,80,57,76,82,73,70,68,78,73,95,50,74,68,69.6,16.4,1459,20.7,146.3,73.7,1.4,1.2,7.1,50.3,9.2,30.7,87820,63494,48525,41770,11.7,6.8,13.5,37.2,13.7,21.3,19.4,0,6.8,89.1,4.1,74.3,10,6.8,0.1,7.1,1.7,269829,1.3,10226162,10309,53.9,39.4,6.7,2750560,0,9509343,8555532,8625,52.5,7.1,4.9,13.9,21.5,4493044,4529,55.7,16,9.5,1.1,7.2,0.5,4.6,1.7,2,1.6,500 to 999,Non-metropolitan Stable,"$255,082 to < $275,100",$1.2321 to under $1.3593
GEORGETOWN ISD,246904,246 WILLIAMSON,13,Met Standard,19,10328,3.2,40.2,53.1,0.4,1,0.1,2,46.3,11.8,9,11.3,27.4,7.9,96.3,0.7,95.6,94.1,685,576,83,85,69,87,86,85,74,73,90,86,90,100,87,72,66.7,42.5,1554,23,1472.5,727.7,0.9,2.9,8.2,49.4,8.3,30.2,105528,73174,55519,47615,24.1,7,14.2,21.1,13.5,19.3,21.3,1,11.8,85.2,2.1,70.7,9.5,5.7,0.7,4.6,8.8,512971,1.358,111176780,10755,19.8,71.6,8.5,9974730,0,164399982,89446711,8653,58.5,5.8,6.5,10.8,18.3,52319292,5061,59.9,17,7.1,4.6,4,1.4,2.5,0,2.2,1.4,"10,000 to 24,999",Other Central City,"$478,896 to < $520,538",$1.2321 to under $1.3593
